run,game,llm,llm_color,result,move_number,color,move,actor,kind,first_violation_in_game,repeats_positions_after_moves,captured_stones,suicide_stones,log,line
arena_20260817_052838_126442_c39efeda,8,gpt5.6-luna-high-codex-multi,W,W+6.0,82,W,G2,llm,simple_ko,False,[80],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,8
arena_20260817_052838_126442_c39efeda,8,gpt5.6-luna-high-codex-multi,W,W+6.0,84,W,F9,llm,simple_ko,False,"[80, 82]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,8
arena_20260817_052838_126442_c39efeda,8,gpt5.6-luna-high-codex-multi,W,W+6.0,88,W,G2,llm,simple_ko,False,[86],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,8
arena_20260817_052838_126442_c39efeda,8,gpt5.6-luna-high-codex-multi,W,W+6.0,92,W,G2,llm,simple_ko,False,[90],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,8
arena_20260817_052838_126442_c39efeda,8,gpt5.6-luna-high-codex-multi,W,W+6.0,96,W,G2,llm,simple_ko,False,[94],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,8
arena_20260817_052838_126442_c39efeda,8,gpt5.6-luna-high-codex-multi,W,W+6.0,98,W,F9,llm,simple_ko,False,"[94, 96]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,8
arena_20260817_052838_126442_c39efeda,8,gpt5.6-luna-high-codex-multi,W,W+6.0,102,W,F9,llm,simple_ko,False,[100],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,8
arena_20260817_052838_126442_c39efeda,8,gpt5.6-luna-high-codex-multi,W,W+6.0,106,W,F9,llm,simple_ko,False,[104],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,8
arena_20260817_052838_126442_c39efeda,8,gpt5.6-luna-high-codex-multi,W,W+6.0,110,W,G2,llm,simple_ko,False,[108],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,8
arena_20260817_052838_126442_c39efeda,8,gpt5.6-luna-high-codex-multi,W,W+6.0,114,W,G2,llm,simple_ko,False,[112],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,8
arena_20260817_052838_126442_c39efeda,8,gpt5.6-luna-high-codex-multi,W,W+6.0,118,W,G2,llm,simple_ko,False,[116],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,8
arena_20260817_052838_126442_c39efeda,8,gpt5.6-luna-high-codex-multi,W,W+6.0,122,W,G2,llm,simple_ko,False,[120],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,8
arena_20260817_052838_126442_c39efeda,8,gpt5.6-luna-high-codex-multi,W,W+6.0,126,W,G2,llm,simple_ko,False,[124],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,8
arena_20260817_052838_126442_c39efeda,8,gpt5.6-luna-high-codex-multi,W,W+6.0,130,W,G2,llm,simple_ko,False,"[127, 128]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,8
arena_20260817_052838_126442_c39efeda,8,gpt5.6-luna-high-codex-multi,W,W+6.0,134,W,G2,llm,simple_ko,False,"[131, 132]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,8
arena_20260817_052838_126442_c39efeda,8,gpt5.6-luna-high-codex-multi,W,W+6.0,138,W,G2,llm,simple_ko,False,"[135, 136]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,8
arena_20260817_052838_126442_c39efeda,8,gpt5.6-luna-high-codex-multi,W,W+6.0,142,W,G2,llm,simple_ko,False,"[139, 140]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,8
arena_20260817_052838_126442_c39efeda,9,gpt5.6-luna-high-codex-multi,B,B+R,81,B,J4,llm,simple_ko,True,[79],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,9
arena_20260817_052838_126442_c39efeda,9,gpt5.6-luna-high-codex-multi,B,B+R,87,B,J4,llm,simple_ko,False,[85],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,9
arena_20260817_052838_126442_c39efeda,9,gpt5.6-luna-high-codex-multi,B,B+R,93,B,J4,llm,simple_ko,False,[91],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,9
arena_20260817_052838_126442_c39efeda,9,gpt5.6-luna-high-codex-multi,B,B+R,97,B,J4,llm,simple_ko,False,[95],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,9
arena_20260817_052838_126442_c39efeda,9,gpt5.6-luna-high-codex-multi,B,B+R,101,B,J4,llm,simple_ko,False,[99],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,9
arena_20260817_052838_126442_c39efeda,9,gpt5.6-luna-high-codex-multi,B,B+R,105,B,J4,llm,simple_ko,False,[103],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,9
arena_20260817_052838_126442_c39efeda,10,gpt5.6-luna-high-codex-multi,W,B+74.0,70,W,J9,llm,simple_ko,True,[68],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,10
arena_20260817_052838_126442_c39efeda,10,gpt5.6-luna-high-codex-multi,W,B+74.0,178,W,C5,llm,other_positional_superko,False,[175],0,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,10
arena_20260817_052838_126442_c39efeda,11,gpt5.6-luna-high-codex-multi,B,W+88.0,67,B,C8,llm,simple_ko,True,[65],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,11
arena_20260817_065559_213696_f822d790,9,gpt5.6-luna-high-codex-workspace,B,W+14.0,33,B,D4,llm,simple_ko,True,[31],1,0,log/arena_20260817_065559_213696_f822d790/llm_games.jsonl,9
arena_20260817_065559_213696_f822d790,9,gpt5.6-luna-high-codex-workspace,B,W+14.0,49,B,D4,llm,simple_ko,False,[47],1,0,log/arena_20260817_065559_213696_f822d790/llm_games.jsonl,9
arena_20260817_065559_213696_f822d790,9,gpt5.6-luna-high-codex-workspace,B,W+14.0,61,B,D4,llm,simple_ko,False,[59],1,0,log/arena_20260817_065559_213696_f822d790/llm_games.jsonl,9
arena_20260817_065559_213696_f822d790,11,gpt5.6-luna-high-codex-workspace,B,B+2.0,87,B,F7,llm,simple_ko,True,[85],1,0,log/arena_20260817_065559_213696_f822d790/llm_games.jsonl,11
arena_20260817_065559_213696_f822d790,11,gpt5.6-luna-high-codex-workspace,B,B+2.0,91,B,F7,llm,simple_ko,False,[89],1,0,log/arena_20260817_065559_213696_f822d790/llm_games.jsonl,11
arena_20260817_065559_213696_f822d790,11,gpt5.6-luna-high-codex-workspace,B,B+2.0,97,B,F7,llm,simple_ko,False,[95],1,0,log/arena_20260817_065559_213696_f822d790/llm_games.jsonl,11
arena_20260817_065559_213696_f822d790,11,gpt5.6-luna-high-codex-workspace,B,B+2.0,105,B,F7,llm,simple_ko,False,[103],1,0,log/arena_20260817_065559_213696_f822d790/llm_games.jsonl,11
arena_20260817_065559_213696_f822d790,11,gpt5.6-luna-high-codex-workspace,B,B+2.0,109,B,F7,llm,simple_ko,False,[107],1,0,log/arena_20260817_065559_213696_f822d790/llm_games.jsonl,11
arena_20260817_065559_213696_f822d790,11,gpt5.6-luna-high-codex-workspace,B,B+2.0,113,B,F7,llm,simple_ko,False,[111],1,0,log/arena_20260817_065559_213696_f822d790/llm_games.jsonl,11
arena_20260817_065559_213696_f822d790,11,gpt5.6-luna-high-codex-workspace,B,B+2.0,119,B,F7,llm,simple_ko,False,[117],1,0,log/arena_20260817_065559_213696_f822d790/llm_games.jsonl,11
arena_20260817_065559_213696_f822d790,11,gpt5.6-luna-high-codex-workspace,B,B+2.0,123,B,F7,llm,simple_ko,False,[121],1,0,log/arena_20260817_065559_213696_f822d790/llm_games.jsonl,11
arena_20260817_065559_213696_f822d790,11,gpt5.6-luna-high-codex-workspace,B,B+2.0,127,B,F7,llm,simple_ko,False,[125],1,0,log/arena_20260817_065559_213696_f822d790/llm_games.jsonl,11
arena_20260817_065559_213696_f822d790,11,gpt5.6-luna-high-codex-workspace,B,B+2.0,131,B,F7,llm,simple_ko,False,[129],1,0,log/arena_20260817_065559_213696_f822d790/llm_games.jsonl,11
arena_20260817_065559_213696_f822d790,11,gpt5.6-luna-high-codex-workspace,B,B+2.0,135,B,F7,llm,simple_ko,False,[133],1,0,log/arena_20260817_065559_213696_f822d790/llm_games.jsonl,11
arena_20260817_065559_213696_f822d790,11,gpt5.6-luna-high-codex-workspace,B,B+2.0,139,B,F7,llm,simple_ko,False,[137],1,0,log/arena_20260817_065559_213696_f822d790/llm_games.jsonl,11
arena_20260817_065559_213696_f822d790,11,gpt5.6-luna-high-codex-workspace,B,B+2.0,143,B,F7,llm,simple_ko,False,[141],1,0,log/arena_20260817_065559_213696_f822d790/llm_games.jsonl,11
arena_20260817_065559_213696_f822d790,11,gpt5.6-luna-high-codex-workspace,B,B+2.0,147,B,F7,llm,simple_ko,False,[145],1,0,log/arena_20260817_065559_213696_f822d790/llm_games.jsonl,11
arena_20260817_065559_213696_f822d790,12,gpt5.6-luna-high-codex-workspace,W,W+34.0,62,W,F7,llm,simple_ko,True,[60],1,0,log/arena_20260817_065559_213696_f822d790/llm_games.jsonl,12
arena_20260817_065559_213696_f822d790,14,gpt5.6-luna-high-codex-workspace,W,W+45.0,52,W,E3,llm,simple_ko,True,[50],1,0,log/arena_20260817_065559_213696_f822d790/llm_games.jsonl,14
arena_20260817_065559_213696_f822d790,14,gpt5.6-luna-high-codex-workspace,W,W+45.0,56,W,E3,llm,simple_ko,False,[54],1,0,log/arena_20260817_065559_213696_f822d790/llm_games.jsonl,14
arena_20260817_065559_213696_f822d790,14,gpt5.6-luna-high-codex-workspace,W,W+45.0,60,W,E3,llm,simple_ko,False,[58],1,0,log/arena_20260817_065559_213696_f822d790/llm_games.jsonl,14
arena_20260817_065559_213696_f822d790,14,gpt5.6-luna-high-codex-workspace,W,W+45.0,64,W,E3,llm,simple_ko,False,[62],1,0,log/arena_20260817_065559_213696_f822d790/llm_games.jsonl,14
arena_20260817_065559_213696_f822d790,14,gpt5.6-luna-high-codex-workspace,W,W+45.0,68,W,E3,llm,simple_ko,False,[66],1,0,log/arena_20260817_065559_213696_f822d790/llm_games.jsonl,14
arena_20260817_065559_213696_f822d790,14,gpt5.6-luna-high-codex-workspace,W,W+45.0,72,W,E3,llm,simple_ko,False,[70],1,0,log/arena_20260817_065559_213696_f822d790/llm_games.jsonl,14
arena_20260817_065559_213696_f822d790,14,gpt5.6-luna-high-codex-workspace,W,W+45.0,74,W,C2,llm,simple_ko,False,"[70, 72]",1,0,log/arena_20260817_065559_213696_f822d790/llm_games.jsonl,14
arena_20260817_065559_213696_f822d790,14,gpt5.6-luna-high-codex-workspace,W,W+45.0,82,W,E3,llm,simple_ko,False,[80],1,0,log/arena_20260817_065559_213696_f822d790/llm_games.jsonl,14
arena_20260817_065559_213696_f822d790,14,gpt5.6-luna-high-codex-workspace,W,W+45.0,86,W,E3,llm,simple_ko,False,[84],1,0,log/arena_20260817_065559_213696_f822d790/llm_games.jsonl,14
arena_20260817_065559_213696_f822d790,14,gpt5.6-luna-high-codex-workspace,W,W+45.0,90,W,E3,llm,simple_ko,False,[88],1,0,log/arena_20260817_065559_213696_f822d790/llm_games.jsonl,14
arena_20260817_065559_213696_f822d790,14,gpt5.6-luna-high-codex-workspace,W,W+45.0,94,W,E3,llm,simple_ko,False,[92],1,0,log/arena_20260817_065559_213696_f822d790/llm_games.jsonl,14
arena_20260817_065559_213696_f822d790,14,gpt5.6-luna-high-codex-workspace,W,W+45.0,98,W,B1,llm,simple_ko,False,[96],1,0,log/arena_20260817_065559_213696_f822d790/llm_games.jsonl,14
arena_20260817_065559_213696_f822d790,14,gpt5.6-luna-high-codex-workspace,W,W+45.0,106,W,D4,llm,simple_ko,False,[104],1,0,log/arena_20260817_065559_213696_f822d790/llm_games.jsonl,14
arena_20260817_065559_213696_f822d790,14,gpt5.6-luna-high-codex-workspace,W,W+45.0,110,W,D4,llm,simple_ko,False,[108],1,0,log/arena_20260817_065559_213696_f822d790/llm_games.jsonl,14
arena_20260817_065559_213696_f822d790,14,gpt5.6-luna-high-codex-workspace,W,W+45.0,114,W,D4,llm,simple_ko,False,[112],1,0,log/arena_20260817_065559_213696_f822d790/llm_games.jsonl,14
arena_20260818_021103_083881_b776e37a,5,gpt5.6-sol-high-codex-multi,B,B+R,61,B,H1,llm,simple_ko,True,[59],1,0,log/arena_20260818_021103_083881_b776e37a/llm_games.jsonl,1
arena_20260818_021103_083881_b776e37a,9,gpt5.6-sol-high-codex-multi,B,B+12.0,55,B,J7,llm,simple_ko,True,[53],1,0,log/arena_20260818_021103_083881_b776e37a/llm_games.jsonl,5
arena_20260818_021103_083881_b776e37a,9,gpt5.6-sol-high-codex-multi,B,B+12.0,59,B,J7,llm,simple_ko,False,[57],1,0,log/arena_20260818_021103_083881_b776e37a/llm_games.jsonl,5
arena_20260818_021103_083881_b776e37a,21,gpt5.6-luna-max-codex-multi,B,W+36.0,75,B,C6,llm,simple_ko,True,[73],1,0,log/arena_20260818_021103_083881_b776e37a/llm_games.jsonl,19
arena_20260818_021103_083881_b776e37a,21,gpt5.6-luna-max-codex-multi,B,W+36.0,79,B,C6,llm,simple_ko,False,[77],1,0,log/arena_20260818_021103_083881_b776e37a/llm_games.jsonl,19
arena_20260818_021103_083881_b776e37a,25,gpt5.6-luna-max-codex-multi,B,B+2.0,43,B,G4,llm,simple_ko,True,[41],1,0,log/arena_20260818_021103_083881_b776e37a/llm_games.jsonl,23
arena_20260818_021103_083881_b776e37a,25,gpt5.6-luna-max-codex-multi,B,B+2.0,67,B,D9,llm,simple_ko,False,[65],1,0,log/arena_20260818_021103_083881_b776e37a/llm_games.jsonl,23
arena_20260818_021103_083881_b776e37a,25,gpt5.6-luna-max-codex-multi,B,B+2.0,91,B,C1,llm,simple_ko,False,[89],1,0,log/arena_20260818_021103_083881_b776e37a/llm_games.jsonl,23
arena_20260818_021103_083881_b776e37a,25,gpt5.6-luna-max-codex-multi,B,B+2.0,95,B,C1,llm,simple_ko,False,[93],1,0,log/arena_20260818_021103_083881_b776e37a/llm_games.jsonl,23
arena_20260818_021103_083881_b776e37a,25,gpt5.6-luna-max-codex-multi,B,B+2.0,99,B,G2,llm,simple_ko,False,"[96, 97]",1,0,log/arena_20260818_021103_083881_b776e37a/llm_games.jsonl,23
arena_20260818_021103_083881_b776e37a,25,gpt5.6-luna-max-codex-multi,B,B+2.0,101,B,D9,llm,simple_ko,False,"[96, 97, 99]",1,0,log/arena_20260818_021103_083881_b776e37a/llm_games.jsonl,23
arena_20260818_021103_083881_b776e37a,25,gpt5.6-luna-max-codex-multi,B,B+2.0,103,B,C1,llm,simple_ko,False,"[96, 97, 99, 101]",1,0,log/arena_20260818_021103_083881_b776e37a/llm_games.jsonl,23
arena_20260818_021103_083881_b776e37a,25,gpt5.6-luna-max-codex-multi,B,B+2.0,107,B,C1,llm,simple_ko,False,[105],1,0,log/arena_20260818_021103_083881_b776e37a/llm_games.jsonl,23
arena_20260818_021103_083881_b776e37a,25,gpt5.6-luna-max-codex-multi,B,B+2.0,109,B,D9,llm,simple_ko,False,"[105, 107]",1,0,log/arena_20260818_021103_083881_b776e37a/llm_games.jsonl,23
arena_20260818_021103_083881_b776e37a,25,gpt5.6-luna-max-codex-multi,B,B+2.0,113,B,C1,llm,simple_ko,False,[111],1,0,log/arena_20260818_021103_083881_b776e37a/llm_games.jsonl,23
arena_20260818_021103_083881_b776e37a,25,gpt5.6-luna-max-codex-multi,B,B+2.0,117,B,C1,llm,simple_ko,False,[115],1,0,log/arena_20260818_021103_083881_b776e37a/llm_games.jsonl,23
arena_20260818_021103_083881_b776e37a,25,gpt5.6-luna-max-codex-multi,B,B+2.0,121,B,C1,llm,simple_ko,False,[119],1,0,log/arena_20260818_021103_083881_b776e37a/llm_games.jsonl,23
arena_20260818_021103_083881_b776e37a,25,gpt5.6-luna-max-codex-multi,B,B+2.0,125,B,C1,llm,simple_ko,False,[123],1,0,log/arena_20260818_021103_083881_b776e37a/llm_games.jsonl,23
arena_20260818_021103_083881_b776e37a,25,gpt5.6-luna-max-codex-multi,B,B+2.0,129,B,C1,llm,simple_ko,False,[127],1,0,log/arena_20260818_021103_083881_b776e37a/llm_games.jsonl,23
arena_20260818_021103_083881_b776e37a,25,gpt5.6-luna-max-codex-multi,B,B+2.0,133,B,C1,llm,simple_ko,False,[131],1,0,log/arena_20260818_021103_083881_b776e37a/llm_games.jsonl,23
arena_20260818_021103_083881_b776e37a,27,gpt5.6-luna-max-codex-multi,B,B+R,49,B,C3,llm,simple_ko,True,[47],1,0,log/arena_20260818_021103_083881_b776e37a/llm_games.jsonl,25
arena_20260818_021103_083881_b776e37a,27,gpt5.6-luna-max-codex-multi,B,B+R,53,B,C3,llm,simple_ko,False,[51],1,0,log/arena_20260818_021103_083881_b776e37a/llm_games.jsonl,25
arena_20260818_021103_083881_b776e37a,27,gpt5.6-luna-max-codex-multi,B,B+R,57,B,C3,llm,simple_ko,False,[55],1,0,log/arena_20260818_021103_083881_b776e37a/llm_games.jsonl,25
arena_20260818_021103_083881_b776e37a,27,gpt5.6-luna-max-codex-multi,B,B+R,63,B,C3,llm,simple_ko,False,[61],1,0,log/arena_20260818_021103_083881_b776e37a/llm_games.jsonl,25
arena_20260818_021103_083881_b776e37a,1,gpt5.6-luna-max-codex-single,B,W+10.0,63,B,D9,llm,simple_ko,True,[61],1,0,log/arena_20260818_021103_083881_b776e37a/llm_games.jsonl,29
arena_20260818_021103_083881_b776e37a,1,gpt5.6-luna-max-codex-single,B,W+10.0,69,B,D9,llm,simple_ko,False,[67],1,0,log/arena_20260818_021103_083881_b776e37a/llm_games.jsonl,29
arena_20260818_021103_083881_b776e37a,38,gpt5.6-luna-max-codex-single,W,B+20.0,82,W,H1,llm,simple_ko,True,[80],1,0,log/arena_20260818_021103_083881_b776e37a/llm_games.jsonl,38
arena_20260818_021103_083881_b776e37a,38,gpt5.6-luna-max-codex-single,W,B+20.0,96,W,C1,llm,simple_ko,False,[94],1,0,log/arena_20260818_021103_083881_b776e37a/llm_games.jsonl,38
arena_20260818_021103_083881_b776e37a,38,gpt5.6-luna-max-codex-single,W,B+20.0,100,W,C1,llm,simple_ko,False,[98],1,0,log/arena_20260818_021103_083881_b776e37a/llm_games.jsonl,38
arena_20260818_021103_083881_b776e37a,38,gpt5.6-luna-max-codex-single,W,B+20.0,110,W,A3,llm,simple_ko,False,[108],1,0,log/arena_20260818_021103_083881_b776e37a/llm_games.jsonl,38
arena_20260818_021103_083881_b776e37a,38,gpt5.6-luna-max-codex-single,W,B+20.0,114,W,A3,llm,simple_ko,False,"[111, 112]",1,0,log/arena_20260818_021103_083881_b776e37a/llm_games.jsonl,38
arena_20260818_035858_741335_f255e7e6,4,gpt5.6-sol-max-codex-multi,W,W+R,30,W,E1,llm,simple_ko,True,[28],1,0,log/arena_20260818_035858_741335_f255e7e6/llm_games.jsonl,4
arena_20260818_035858_741335_f255e7e6,10,gpt5.6-sol-max-codex-multi,W,W+18.0,38,W,G1,llm,simple_ko,True,[36],1,0,log/arena_20260818_035858_741335_f255e7e6/llm_games.jsonl,10
arena_20260818_035858_741335_f255e7e6,10,gpt5.6-sol-max-codex-multi,W,W+18.0,52,W,G1,llm,simple_ko,False,[50],1,0,log/arena_20260818_035858_741335_f255e7e6/llm_games.jsonl,10
arena_20260818_035858_741335_f255e7e6,10,gpt5.6-sol-max-codex-multi,W,W+18.0,56,W,G1,llm,simple_ko,False,[54],1,0,log/arena_20260818_035858_741335_f255e7e6/llm_games.jsonl,10
arena_20260818_035858_741335_f255e7e6,10,gpt5.6-sol-max-codex-multi,W,W+18.0,60,W,G1,llm,simple_ko,False,[58],1,0,log/arena_20260818_035858_741335_f255e7e6/llm_games.jsonl,10
arena_20260818_035858_741335_f255e7e6,10,gpt5.6-sol-max-codex-multi,W,W+18.0,64,W,G1,llm,simple_ko,False,[62],1,0,log/arena_20260818_035858_741335_f255e7e6/llm_games.jsonl,10
arena_20260818_035858_741335_f255e7e6,10,gpt5.6-sol-max-codex-multi,W,W+18.0,68,W,G1,llm,simple_ko,False,[66],1,0,log/arena_20260818_035858_741335_f255e7e6/llm_games.jsonl,10
arena_20260818_035858_741335_f255e7e6,10,gpt5.6-sol-max-codex-multi,W,W+18.0,72,W,G1,llm,simple_ko,False,[70],1,0,log/arena_20260818_035858_741335_f255e7e6/llm_games.jsonl,10
arena_20260818_035858_741335_f255e7e6,10,gpt5.6-sol-max-codex-multi,W,W+18.0,76,W,G1,llm,simple_ko,False,[74],1,0,log/arena_20260818_035858_741335_f255e7e6/llm_games.jsonl,10
arena_20260818_035858_741335_f255e7e6,10,gpt5.6-sol-max-codex-multi,W,W+18.0,80,W,G1,llm,simple_ko,False,[78],1,0,log/arena_20260818_035858_741335_f255e7e6/llm_games.jsonl,10
arena_20260818_035858_741335_f255e7e6,10,gpt5.6-sol-max-codex-multi,W,W+18.0,84,W,G1,llm,simple_ko,False,[82],1,0,log/arena_20260818_035858_741335_f255e7e6/llm_games.jsonl,10
arena_20260818_035858_741335_f255e7e6,10,gpt5.6-sol-max-codex-multi,W,W+18.0,88,W,G1,llm,simple_ko,False,[86],1,0,log/arena_20260818_035858_741335_f255e7e6/llm_games.jsonl,10
arena_20260818_035858_741335_f255e7e6,10,gpt5.6-sol-max-codex-multi,W,W+18.0,92,W,G1,llm,simple_ko,False,[90],1,0,log/arena_20260818_035858_741335_f255e7e6/llm_games.jsonl,10
arena_20260818_035858_741335_f255e7e6,10,gpt5.6-sol-max-codex-multi,W,W+18.0,96,W,G1,llm,simple_ko,False,[94],1,0,log/arena_20260818_035858_741335_f255e7e6/llm_games.jsonl,10
arena_20260818_035858_741335_f255e7e6,10,gpt5.6-sol-max-codex-multi,W,W+18.0,100,W,G1,llm,simple_ko,False,[98],1,0,log/arena_20260818_035858_741335_f255e7e6/llm_games.jsonl,10
arena_20260818_035858_741335_f255e7e6,10,gpt5.6-sol-max-codex-multi,W,W+18.0,104,W,G1,llm,simple_ko,False,[102],1,0,log/arena_20260818_035858_741335_f255e7e6/llm_games.jsonl,10
arena_20260818_035858_741335_f255e7e6,10,gpt5.6-sol-max-codex-multi,W,W+18.0,108,W,G1,llm,simple_ko,False,[106],1,0,log/arena_20260818_035858_741335_f255e7e6/llm_games.jsonl,10
arena_20260818_035858_741335_f255e7e6,10,gpt5.6-sol-max-codex-multi,W,W+18.0,112,W,G1,llm,simple_ko,False,[110],1,0,log/arena_20260818_035858_741335_f255e7e6/llm_games.jsonl,10
arena_20260818_035858_741335_f255e7e6,14,gpt5.6-sol-max-codex-multi,W,W+4.0,58,W,D9,llm,simple_ko,True,[56],1,0,log/arena_20260818_035858_741335_f255e7e6/llm_games.jsonl,14
arena_20260818_035858_741335_f255e7e6,14,gpt5.6-sol-max-codex-multi,W,W+4.0,62,W,D9,llm,simple_ko,False,[60],1,0,log/arena_20260818_035858_741335_f255e7e6/llm_games.jsonl,14
arena_20260818_035858_741335_f255e7e6,14,gpt5.6-sol-max-codex-multi,W,W+4.0,70,W,D9,llm,simple_ko,False,[68],1,0,log/arena_20260818_035858_741335_f255e7e6/llm_games.jsonl,14
arena_20260818_035858_741335_f255e7e6,14,gpt5.6-sol-max-codex-multi,W,W+4.0,74,W,D9,llm,simple_ko,False,[72],1,0,log/arena_20260818_035858_741335_f255e7e6/llm_games.jsonl,14
arena_20260818_035858_741335_f255e7e6,14,gpt5.6-sol-max-codex-multi,W,W+4.0,78,W,D9,llm,simple_ko,False,[76],1,0,log/arena_20260818_035858_741335_f255e7e6/llm_games.jsonl,14
arena_20260818_035858_741335_f255e7e6,14,gpt5.6-sol-max-codex-multi,W,W+4.0,82,W,D9,llm,simple_ko,False,[80],1,0,log/arena_20260818_035858_741335_f255e7e6/llm_games.jsonl,14
arena_20260818_035858_741335_f255e7e6,14,gpt5.6-sol-max-codex-multi,W,W+4.0,86,W,D9,llm,simple_ko,False,[84],1,0,log/arena_20260818_035858_741335_f255e7e6/llm_games.jsonl,14
arena_20260818_035858_741335_f255e7e6,14,gpt5.6-sol-max-codex-multi,W,W+4.0,90,W,D9,llm,simple_ko,False,[88],1,0,log/arena_20260818_035858_741335_f255e7e6/llm_games.jsonl,14
arena_20260826_054944_814746_52d18cc7,2,gpt5.6-sol-low-codex-workspace,W,W+8.0,70,W,A9,llm,simple_ko,True,[68],1,0,log/arena_20260826_054944_814746_52d18cc7/llm_games.jsonl,2
arena_20260826_054944_814746_52d18cc7,26,gpt5.6-sol-high-codex-workspace,W,B+28.0,56,W,A9,llm,simple_ko,True,[54],1,0,log/arena_20260826_054944_814746_52d18cc7/llm_games.jsonl,26
arena_20260826_185411_172712_18e992e8,1,gpt5.6-sol-max-codex-workspace,B,B+R,51,B,G5,llm,simple_ko,True,[49],1,0,log/arena_20260826_185411_172712_18e992e8/llm_games.jsonl,1
arena_20260826_185411_172712_18e992e8,8,gpt5.6-sol-max-codex-workspace,W,W+10.0,66,W,F9,llm,simple_ko,True,[64],1,0,log/arena_20260826_185411_172712_18e992e8/llm_games.jsonl,8
arena_20260826_185411_172712_18e992e8,8,gpt5.6-sol-max-codex-workspace,W,W+10.0,72,W,F9,llm,simple_ko,False,[70],1,0,log/arena_20260826_185411_172712_18e992e8/llm_games.jsonl,8
arena_20260826_185411_172712_18e992e8,8,gpt5.6-sol-max-codex-workspace,W,W+10.0,76,W,F9,llm,simple_ko,False,[74],1,0,log/arena_20260826_185411_172712_18e992e8/llm_games.jsonl,8
arena_20260826_185411_172712_18e992e8,8,gpt5.6-sol-max-codex-workspace,W,W+10.0,80,W,F9,llm,simple_ko,False,[78],1,0,log/arena_20260826_185411_172712_18e992e8/llm_games.jsonl,8
arena_20260826_185411_172712_18e992e8,8,gpt5.6-sol-max-codex-workspace,W,W+10.0,84,W,F9,llm,simple_ko,False,[82],1,0,log/arena_20260826_185411_172712_18e992e8/llm_games.jsonl,8
arena_20260826_185411_172712_18e992e8,8,gpt5.6-sol-max-codex-workspace,W,W+10.0,88,W,F9,llm,simple_ko,False,[86],1,0,log/arena_20260826_185411_172712_18e992e8/llm_games.jsonl,8
arena_20260826_185411_172712_18e992e8,8,gpt5.6-sol-max-codex-workspace,W,W+10.0,92,W,F9,llm,simple_ko,False,[90],1,0,log/arena_20260826_185411_172712_18e992e8/llm_games.jsonl,8
arena_20260826_185411_172712_18e992e8,8,gpt5.6-sol-max-codex-workspace,W,W+10.0,96,W,F9,llm,simple_ko,False,[94],1,0,log/arena_20260826_185411_172712_18e992e8/llm_games.jsonl,8
arena_20260826_185411_172712_18e992e8,8,gpt5.6-sol-max-codex-workspace,W,W+10.0,100,W,F9,llm,simple_ko,False,[98],1,0,log/arena_20260826_185411_172712_18e992e8/llm_games.jsonl,8
arena_20260826_185411_172712_18e992e8,8,gpt5.6-sol-max-codex-workspace,W,W+10.0,104,W,F9,llm,simple_ko,False,[102],1,0,log/arena_20260826_185411_172712_18e992e8/llm_games.jsonl,8
arena_20260826_185411_172712_18e992e8,8,gpt5.6-sol-max-codex-workspace,W,W+10.0,108,W,A9,llm,simple_ko,False,[106],1,0,log/arena_20260826_185411_172712_18e992e8/llm_games.jsonl,8
arena_20260826_185411_172712_18e992e8,8,gpt5.6-sol-max-codex-workspace,W,W+10.0,110,W,F9,llm,simple_ko,False,"[106, 108]",1,0,log/arena_20260826_185411_172712_18e992e8/llm_games.jsonl,8
